Memory Length,25000,
Trigger Level,-12.0mV,
Source,CH1,
Probe Ratio,1.000E+01,
Vertical Units,V,
Vertical Scale,5.000E-02,
Vertical Position,3.600E-02,
Horizontal Units,S,
Horizontal Scale,1.000E-07,
Horizontal Position,-1.200E-07,
Horizontal Mode,Main,
Sampling Period,2.500E-10,
Firmware,V1.06,
Time,08-Apr-21 15:43:51,
Mode,Detail,
Waveform Data,
-3.245000e-06,-3.80e-02,
-3.244750e-06,-3.80e-02,
-3.244500e-06,-4.00e-02,
-3.244250e-06,-3.80e-02,
-3.244000e-06,-3.60e-02,
-3.243750e-06,-3.40e-02,
-3.243500e-06,-3.40e-02,
-3.243250e-06,-3.60e-02,
-3.243000e-06,-3.60e-02,
-3.242750e-06,-3.60e-02,
-3.242500e-06,-3.80e-02,
-3.242250e-06,-3.80e-02,
-3.242000e-06,-3.80e-02,
-3.241750e-06,-3.60e-02,
-3.241500e-06,-3.80e-02,
-3.241250e-06,-3.80e-02,
-3.241000e-06,-3.60e-02,
-3.240750e-06,-3.60e-02,
-3.240500e-06,-3.80e-02,
-3.240250e-06,-3.80e-02,
-3.240000e-06,-3.80e-02,
-3.239750e-06,-4.00e-02,
-3.239500e-06,-4.00e-02,
-3.239250e-06,-4.20e-02,
-3.239000e-06,-4.00e-02,
-3.238750e-06,-4.00e-02,
-3.238500e-06,-4.00e-02,
-3.238250e-06,-4.00e-02,
-3.238000e-06,-4.00e-02,
-3.237750e-06,-4.00e-02,
-3.237500e-06,-4.20e-02,
-3.237250e-06,-4.20e-02,
-3.237000e-06,-4.20e-02,
-3.236750e-06,-4.00e-02,
-3.236500e-06,-3.80e-02,
-3.236250e-06,-3.80e-02,
-3.236000e-06,-3.60e-02,
-3.235750e-06,-3.60e-02,
-3.235500e-06,-3.60e-02,
-3.235250e-06,-3.60e-02,
-3.235000e-06,-3.60e-02,
-3.234750e-06,-3.60e-02,
-3.234500e-06,-3.60e-02,
-3.234250e-06,-3.40e-02,
-3.234000e-06,-3.40e-02,
-3.233750e-06,-3.60e-02,
-3.233500e-06,-3.60e-02,
-3.233250e-06,-3.60e-02,
-3.233000e-06,-3.60e-02,
-3.232750e-06,-3.60e-02,
-3.232500e-06,-3.40e-02,
-3.232250e-06,-3.40e-02,
-3.232000e-06,-3.40e-02,
-3.231750e-06,-3.40e-02,
-3.231500e-06,-3.60e-02,
-3.231250e-06,-3.80e-02,
-3.231000e-06,-3.80e-02,
-3.230750e-06,-3.80e-02,
-3.230500e-06,-3.60e-02,
-3.230250e-06,-3.80e-02,
-3.230000e-06,-3.80e-02,
-3.229750e-06,-4.00e-02,
-3.229500e-06,-4.00e-02,
-3.229250e-06,-4.00e-02,
-3.229000e-06,-4.00e-02,
-3.228750e-06,-4.00e-02,
-3.228500e-06,-4.00e-02,
-3.228250e-06,-4.00e-02,
-3.228000e-06,-3.60e-02,
-3.227750e-06,-3.60e-02,
-3.227500e-06,-3.80e-02,
-3.227250e-06,-4.00e-02,
-3.227000e-06,-3.80e-02,
-3.226750e-06,-3.80e-02,
-3.226500e-06,-3.80e-02,
-3.226250e-06,-3.60e-02,
